timestamp,signal,label,barrier_touched,days_to_barrier,return_at_barrier
2023-09-23,1,,,,
2023-09-24,-1,,,,
2023-09-25,-1,,,,
2023-09-26,-1,,,,
2023-09-27,-1,,,,
2023-09-28,-1,,,,
2023-09-29,1,,,,
2023-09-30,1,,,,
2023-10-01,1,,,,
2023-10-02,1,,,,
2023-10-03,1,,,,
2023-10-04,1,,,,
2023-10-05,1,,,,
2023-10-06,1,,,,
2023-10-07,1,,,,
2023-10-08,1,,,,
2023-10-09,1,,,,
2023-10-10,1,,,,
2023-10-11,1,,,,
2023-10-12,1,,,,
2023-10-13,1,,,,
2023-10-14,1,,,,
2023-10-15,1,,,,
2023-10-16,1,,,,
2023-10-17,1,,,,
2023-10-18,1,,,,
2023-10-19,1,,,,
2023-10-20,1,,,,
2023-10-21,1,,,,
2023-10-22,1,,,,
2023-10-23,1,,,,
2023-10-24,1,,,,
2023-10-25,1,,,,
2023-10-26,1,,,,
2023-10-27,1,,,,
2023-10-28,1,,,,
2023-10-29,1,,,,
2023-10-30,1,,,,
2023-10-31,1,,,,
2023-11-01,1,,,,
2023-11-02,1,,,,
2023-11-03,1,,,,
2023-11-04,1,,,,
2023-11-05,1,,,,
2023-11-06,1,,,,
2023-11-07,1,,,,
2023-11-08,1,,,,
2023-11-09,1,,,,
2023-11-10,1,,,,
2023-11-11,1,,,,
2023-11-12,1,,,,
2023-11-13,1,,,,
2023-11-14,1,,,,
2023-11-15,1,,,,
2023-11-16,1,,,,
2023-11-17,1,,,,
2023-11-18,1,,,,
2023-11-19,1,,,,
2023-11-20,1,,,,
2023-11-21,1,,,,
2023-11-22,1,,,,
2023-11-23,1,,,,
2023-11-24,1,,,,
2023-11-25,1,,,,
2023-11-26,1,,,,
2023-11-27,1,,,,
2023-11-28,1,,,,
2023-11-29,1,,,,
2023-11-30,1,,,,
2023-12-01,1,,,,
2023-12-02,1,,,,
2023-12-03,1,,,,
2023-12-04,1,,,,
2023-12-05,1,,,,
2023-12-06,1,,,,
2023-12-07,1,,,,
2023-12-08,1,,,,
2023-12-09,1,,,,
2023-12-10,1,,,,
2023-12-11,1,,,,
2023-12-12,1,,,,
2023-12-13,1,,,,
2023-12-14,1,,,,
2023-12-15,1,,,,
2023-12-16,1,,,,
2023-12-17,1,,,,
2023-12-18,1,,,,
2023-12-19,1,,,,
2023-12-20,1,,,,
2023-12-21,1,,,,
2023-12-22,1,,,,
2023-12-23,1,,,,
2023-12-24,1,,,,
2023-12-25,1,,,,
2023-12-26,1,,,,
2023-12-27,1,,,,
2023-12-28,1,,,,
2023-12-29,1,,,,
2023-12-30,1,,,,
2023-12-31,1,,,,
2024-01-01,1,0.0,time,5.0,-0.0048
2024-01-02,1,0.0,lower,1.0,-0.0495
2024-01-03,1,1.0,upper,5.0,0.0917
2024-01-04,1,1.0,upper,4.0,0.0602
2024-01-05,1,1.0,upper,3.0,0.062
2024-01-06,1,1.0,upper,2.0,0.0656
2024-01-07,1,1.0,upper,1.0,0.0672
2024-01-08,1,0.0,lower,4.0,-0.0901
2024-01-09,1,0.0,lower,3.0,-0.0722
2024-01-10,1,0.0,lower,2.0,-0.0836
2024-01-11,1,0.0,lower,1.0,-0.0767
2024-01-12,1,0.0,time,5.0,-0.0042
2024-01-13,1,0.0,time,5.0,-0.0377
2024-01-14,1,0.0,time,5.0,-0.0048
2024-01-15,1,0.0,time,5.0,-0.0228
2024-01-16,1,0.0,time,5.0,-0.0379
2024-01-17,1,0.0,lower,5.0,-0.0781
2024-01-18,-1,1.0,time,5.0,-0.0352
2024-01-19,-1,1.0,time,5.0,-0.0361
2024-01-20,-1,1.0,time,5.0,-0.0414
2024-01-21,-1,0.0,time,5.0,0.0077
2024-01-22,-1,0.0,upper,4.0,0.058
2024-01-23,-1,0.0,upper,4.0,0.0558
2024-01-24,-1,0.0,upper,5.0,0.0754
2024-01-25,-1,0.0,upper,2.0,0.0532
2024-01-26,-1,0.0,time,5.0,0.0171
2024-01-27,-1,0.0,time,5.0,0.0223
2024-01-28,-1,0.0,time,5.0,0.0269
2024-01-29,-1,1.0,time,5.0,-0.0067
2024-01-30,-1,1.0,time,5.0,-0.0069
2024-01-31,-1,0.0,time,5.0,0.0015
2024-02-01,-1,0.0,time,5.0,0.0004
2024-02-02,1,1.0,time,5.0,0.0246
2024-02-03,1,1.0,upper,5.0,0.0535
2024-02-04,1,1.0,upper,4.0,0.0623
2024-02-05,1,1.0,upper,3.0,0.0612
2024-02-06,1,1.0,upper,2.0,0.0509
2024-02-07,1,1.0,upper,2.0,0.0634
2024-02-08,1,1.0,upper,1.0,0.039
2024-02-09,1,1.0,upper,3.0,0.0598
2024-02-10,1,1.0,upper,2.0,0.0466
2024-02-11,1,1.0,upper,1.0,0.0379
2024-02-12,1,1.0,upper,4.0,0.0414
2024-02-13,1,1.0,upper,1.0,0.0405
2024-02-14,1,0.0,time,5.0,-0.0005
2024-02-15,1,1.0,time,5.0,0.0063
2024-02-16,1,0.0,time,5.0,-0.0062
2024-02-17,1,0.0,time,5.0,-0.0071
2024-02-18,1,0.0,time,5.0,-0.0252
2024-02-19,1,0.0,time,5.0,-0.0041
2024-02-20,1,0.0,time,5.0,-0.0103
2024-02-21,1,1.0,upper,5.0,0.0496
2024-02-22,1,1.0,upper,4.0,0.0597
2024-02-23,1,1.0,upper,3.0,0.0691
2024-02-24,1,1.0,upper,2.0,0.0552
2024-02-25,1,1.0,upper,1.0,0.0513
2024-02-26,1,1.0,upper,1.0,0.0453
2024-02-27,1,1.0,upper,1.0,0.093
2024-02-28,1,1.0,upper,5.0,0.0861
2024-02-29,1,1.0,upper,4.0,0.1065
2024-03-01,1,1.0,upper,3.0,0.0883
2024-03-02,1,,,,
2024-03-03,1,,,,
2024-03-04,1,,,,
2024-03-05,1,,,,
2024-03-06,1,,,,
2024-03-07,1,,,,
2024-03-08,1,,,,
2024-03-09,1,,,,
2024-03-10,1,,,,
2024-03-11,1,,,,
2024-03-12,1,,,,
2024-03-13,1,,,,
2024-03-14,1,,,,
2024-03-15,1,,,,
2024-03-16,1,,,,
2024-03-17,1,,,,
2024-03-18,1,,,,
2024-03-19,1,,,,
2024-03-20,1,,,,
2024-03-21,1,,,,
2024-03-22,1,,,,
2024-03-23,1,,,,
2024-03-24,1,,,,
2024-03-25,1,,,,
2024-03-26,1,,,,
2024-03-27,1,,,,
2024-03-28,1,,,,
2024-03-29,1,,,,
2024-03-30,1,,,,
2024-03-31,1,,,,
