timestamp,label,barrier_touched,days_to_barrier,return_at_barrier,volatility
2024-01-01,0.0,,0.0,0.0,
2024-01-02,0.0,,0.0,0.0,
2024-01-03,0.0,,0.0,0.0,
2024-01-04,0.0,,0.0,0.0,
2024-01-05,0.0,,0.0,0.0,
2024-01-06,0.0,,0.0,0.0,
2024-01-07,0.0,,0.0,0.0,
2024-01-08,0.0,,0.0,0.0,
2024-01-09,0.0,,0.0,0.0,
2024-01-10,0.0,,0.0,0.0,
2024-01-11,-1.0,lower,1.0,-0.07671233518300202,0.03000074211220125
2024-01-12,-1.0,time,5.0,-0.004205220662978585,0.04097430102107061
2024-01-13,-1.0,time,5.0,-0.03774122561064114,0.03798677055861626
2024-01-14,-1.0,time,5.0,-0.004796057249688792,0.03594104030728172
2024-01-15,-1.0,time,5.0,-0.022824070347910324,0.034771928324463165
2024-01-16,-1.0,time,5.0,-0.03793110285926599,0.03306880886062951
2024-01-17,-1.0,lower,5.0,-0.07809948917509463,0.031079941392436403
2024-01-18,-1.0,time,5.0,-0.035222029430515535,0.030954908028266902
2024-01-19,-1.0,time,5.0,-0.0361495464185982,0.0295308502517927
2024-01-20,-1.0,time,5.0,-0.04139672041485985,0.027863793534298884
2024-01-21,1.0,time,5.0,0.007697418258918819,0.026272025691784464
2024-01-22,1.0,upper,4.0,0.057975135738138894,0.02883928116247621
2024-01-23,1.0,upper,4.0,0.05582697279816952,0.027806860904476198
2024-01-24,1.0,upper,5.0,0.0754386727468045,0.02669090630840798
2024-01-25,1.0,upper,2.0,0.0531944356445749,0.025242334801242633
2024-01-26,1.0,time,5.0,0.017052730683581485,0.02909583235274294
2024-01-27,1.0,time,5.0,0.02228079351352074,0.027618768097263394
2024-01-28,1.0,time,5.0,0.02685670465143485,0.02617199013576326
2024-01-29,-1.0,time,5.0,-0.006748242896739088,0.02638767788410397
2024-01-30,-1.0,time,5.0,-0.006854549536501114,0.02527816853117746
2024-01-31,1.0,time,5.0,0.0015252669240428717,0.024134228878153814
2024-02-01,1.0,time,5.0,0.0004410552899475379,0.023116706966279564
2024-02-02,1.0,time,5.0,0.024618599011953464,0.021934187110084935
2024-02-03,1.0,upper,5.0,0.05348044407502957,0.020912876899240943
2024-02-04,1.0,upper,4.0,0.062314754124935534,0.020096664462653187
2024-02-05,1.0,upper,3.0,0.06116515342587365,0.019082584276166766
2024-02-06,1.0,upper,2.0,0.050900996877090585,0.01836800449695027
2024-02-07,1.0,upper,2.0,0.06339796315817652,0.019055812369880284
2024-02-08,1.0,upper,1.0,0.03904000275731804,0.01914817753327502
2024-02-09,1.0,upper,3.0,0.059836970057577946,0.020805733230187723
2024-02-10,1.0,upper,2.0,0.04664561221883089,0.01980818520752604
2024-02-11,1.0,upper,1.0,0.03787097510898822,0.018824111753795402
2024-02-12,1.0,upper,4.0,0.041408435916493715,0.01986486604585073
2024-02-13,1.0,upper,1.0,0.040548491345109024,0.019699092932183315
2024-02-14,-1.0,time,5.0,-0.000502153476376425,0.020837520024390724
2024-02-15,1.0,time,5.0,0.006312074293094802,0.02003971780357543
2024-02-16,-1.0,time,5.0,-0.006211020937759042,0.01921608559415313
2024-02-17,-1.0,time,5.0,-0.0070870642730124335,0.019319749517389042
2024-02-18,-1.0,time,5.0,-0.02519093382410771,0.01836946229105443
2024-02-19,-1.0,time,5.0,-0.0040845222634868445,0.018175268041802695
2024-02-20,-1.0,time,5.0,-0.010284695465969924,0.017294199462798726
2024-02-21,1.0,upper,5.0,0.04957702970790753,0.017190489081778018
2024-02-22,1.0,upper,4.0,0.059716410700436186,0.017098268046003423
2024-02-23,1.0,upper,3.0,0.06909383476852747,0.016818947275066817
2024-02-24,1.0,upper,2.0,0.0551865457519349,0.01629863905282774
2024-02-25,1.0,upper,1.0,0.051333871706187605,0.015500671816294607
2024-02-26,1.0,upper,1.0,0.04532449036309379,0.020431571454721745
2024-02-27,1.0,upper,1.0,0.09298867064360246,0.02231833955018588
2024-02-28,1.0,upper,5.0,0.08614381938956357,0.03226905355097934
2024-02-29,1.0,upper,4.0,0.10650671486162593,0.033026518706176566
2024-03-01,1.0,upper,3.0,0.08825605674537974,0.03141582614618421
2024-03-02,1.0,upper,2.0,0.09402337262289426,0.03061893679277243
2024-03-03,1.0,upper,1.0,0.07827828828046196,0.0291241958948798
2024-03-04,1.0,time,5.0,0.004696595925990601,0.033726767597749396
2024-03-05,1.0,time,5.0,0.07177214101552905,0.0400139899530291
2024-03-06,1.0,upper,5.0,0.08661949017563784,0.03834179885323801
2024-03-07,1.0,upper,4.0,0.07461252352706099,0.03647483962030951
2024-03-08,1.0,time,5.0,0.06767164480987428,0.034739851443426596
2024-03-09,1.0,time,5.0,0.04162741539617988,0.03323822499870995
2024-03-10,1.0,time,5.0,0.006090627455840412,0.031655697350967335
2024-03-11,-1.0,lower,5.0,-0.09961439298461529,0.031449067370042695
2024-03-12,-1.0,lower,4.0,-0.09036628740497592,0.030865174669428952
2024-03-13,-1.0,lower,3.0,-0.11293148930853684,0.0294813927501707
2024-03-14,-1.0,lower,2.0,-0.08970842487451375,0.030251544451863115
2024-03-15,-1.0,lower,1.0,-0.062428457886475414,0.030983562119962203
2024-03-16,1.0,time,5.0,0.003730092685199304,0.03617779888340222
2024-03-17,-1.0,lower,2.0,-0.09646100616461921,0.03712772217934923
2024-03-18,-1.0,lower,1.0,-0.08594186175914183,0.0356226748632882
2024-03-19,1.0,upper,1.0,0.08756514291365673,0.043293389492596965
2024-03-20,1.0,time,5.0,0.0307810418875442,0.04973164095742786
2024-03-21,1.0,time,5.0,0.06706637505670932,0.04867271104771013
2024-03-22,1.0,upper,3.0,0.09644180542428515,0.04726505832617229
2024-03-23,1.0,upper,5.0,0.0952451274725294,0.045183206830283026
2024-03-24,1.0,time,5.0,0.03801375863975819,0.045284239437078905
2024-03-25,-1.0,time,5.0,-0.003394421803931808,0.04435758291274761
2024-03-26,1.0,time,5.0,0.01648672796545322,0.04221305966880391
2024-03-27,1.0,time,5.0,0.005027951578654146,0.04041611818200629
2024-03-28,-1.0,lower,5.0,-0.07745331332165785,0.03866035019554815
2024-03-29,-1.0,time,5.0,-0.05580566199474234,0.03713339518953015
2024-03-30,-1.0,time,5.0,-0.016782315697807044,0.03539015134018582
2024-03-31,-1.0,lower,2.0,-0.08501902070465887,0.03411425206499673
2024-04-01,-1.0,time,5.0,-0.011312419339093082,0.033381945665249525
2024-04-02,1.0,time,5.0,0.05878199324682777,0.03764197478515308
2024-04-03,1.0,upper,5.0,0.07989844614108907,0.036050773414941686
2024-04-04,1.0,time,5.0,0.008961505423982871,0.03616521244223241
2024-04-05,1.0,time,5.0,0.03681096013950588,0.034522198149061246
2024-04-06,1.0,time,5.0,0.015901649155915538,0.03312401621892803
2024-04-07,-1.0,time,5.0,-0.031468927724637746,0.03152948053106863
2024-04-08,-1.0,lower,4.0,-0.06298345551517312,0.03126064483238302
2024-04-09,-1.0,lower,4.0,-0.07121693163751744,0.03208688823118592
2024-04-10,-1.0,lower,3.0,-0.09081852424234345,0.031019552776779955
2024-04-11,-1.0,lower,2.0,-0.08483137655372791,0.029628088616245662
2024-04-12,-1.0,lower,5.0,-0.09219394354570128,0.031101125772181912
2024-04-13,-1.0,time,5.0,-0.014749968274080339,0.032079872878987684
2024-04-14,-1.0,lower,3.0,-0.06965248312242225,0.03155531316851474
2024-04-15,1.0,time,5.0,0.022802468581106475,0.0315721203830433
2024-04-16,1.0,time,5.0,0.018887990880409447,0.03021639237863669
2024-04-17,1.0,upper,5.0,0.08607881121082647,0.03039013849654127
2024-04-18,1.0,time,5.0,0.04536117103868873,0.03164912361537024
2024-04-19,1.0,time,5.0,0.004537347281840444,0.030349906680409725
2024-04-20,-1.0,time,5.0,-0.006307023534853305,0.02933759387201967
2024-04-21,-1.0,time,5.0,-0.017617631637085032,0.027914195415535786
2024-04-22,-1.0,time,5.0,-0.05102403887740491,0.02808235636352921
2024-04-23,-1.0,time,5.0,-0.05219166908764095,0.026819703040576875
2024-04-24,-1.0,time,5.0,-0.007526698972307714,0.027405716761903908
2024-04-25,-1.0,lower,5.0,-0.05969752479864923,0.026123887632325395
2024-04-26,-1.0,lower,5.0,-0.09021675037110789,0.024987579817733325
2024-04-27,-1.0,lower,4.0,-0.08573979915372039,0.023773529620045385
2024-04-28,-1.0,lower,3.0,-0.07804301607433708,0.022658742570717264
2024-04-29,-1.0,lower,1.0,-0.04897122071717829,0.022051910184731807
2024-04-30,1.0,upper,5.0,0.052288699974086195,0.025316155005159074
2024-05-01,1.0,upper,2.0,0.07500811237918315,0.026261909966168007
2024-05-02,1.0,upper,1.0,0.06075293412678444,0.026001096124579123
2024-05-03,-1.0,time,5.0,-0.026167306572022358,0.03214359011642436
2024-05-04,-1.0,time,5.0,-0.01056960749172464,0.030971864723975333
2024-05-05,-1.0,time,5.0,-0.05000321018882156,0.0294685114926609
2024-05-06,-1.0,time,5.0,-0.03864973707888392,0.028347167446508247
2024-05-07,-1.0,time,5.0,-0.01382116132027072,0.02722139216569935
2024-05-08,1.0,time,5.0,0.026803651428761725,0.02638844321964773
