date,net_unrealized_profit_loss_account_based
2010-04-23,0.0
2010-04-24,0.0
2010-04-25,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-01,0.0
2010-05-02,0.0
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-08,0.0
2010-05-09,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.0
2010-05-15,0.0
2010-05-16,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-22,0.0
2010-05-23,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-05-29,0.0
2010-05-30,0.0
2010-05-31,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-05,0.0
2010-06-06,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-12,0.0
2010-06-13,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-19,0.0
2010-06-20,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-26,0.0
2010-06-27,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-03,0.0
2010-07-04,0.0
2010-07-05,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-10,0.0
2010-07-11,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-17,0.0
2010-07-18,0.4217588716148826
2010-07-19,0.38061288161941514
2010-07-20,0.3285135353280644
2010-07-21,0.365105838320691
2010-07-22,0.20950220513263118
2010-07-23,0.1914745302968643
2010-07-24,0.0761830367122346
2010-07-25,-0.015227485850119647
2010-07-26,0.09859621150257028
2010-07-27,0.1559144090211676
2010-07-28,0.14152813150965024
2010-07-29,0.2688009241428965
2010-07-30,0.2115616537301065
2010-07-31,0.2521918701980142
2010-08-01,0.1685687621045847
2010-08-02,0.15249634926746408
2010-08-03,0.1517079967748188
2010-08-04,0.12110951419255694
2010-08-05,0.1644503089371367
2010-08-06,0.1785843579181424
2010-08-07,0.13475945769838762
2010-08-08,0.16131921090873627
2010-08-09,0.27862541054597023
2010-08-10,0.2356703658203968
2010-08-11,0.232718274387686
2010-08-12,0.2648705110140351
2010-08-13,0.20067332678901656
2010-08-14,0.22967626455798829
2010-08-15,0.20863903205953713
2010-08-16,0.20995472240718588
2010-08-17,0.2599696344329655
2010-08-18,0.23675962645955054
2010-08-19,0.22146451621778349
2010-08-20,0.20659437560056243
2010-08-21,0.21669183833733538
2010-08-22,0.2112753030085002
2010-08-23,0.1973768626730225
2010-08-24,0.19784850443690374
2010-08-25,0.19468687063978357
2010-08-26,0.18399504445195064
2010-08-27,0.19594247418582192
2010-08-28,0.190489336573543
2010-08-29,0.18242265491531243
2010-08-30,0.1943242002324068
2010-08-31,0.12707431071341282
2010-09-01,0.1469306285992942
2010-09-02,0.16977790256680828
2010-09-03,0.13929821135224763
2010-09-04,0.15938501130448174
2010-09-05,0.1482938004363596
2010-09-06,0.14802320555387027
2010-09-07,0.14655381913172583
2010-09-08,0.14611682730819542
2010-09-09,0.14049941420808706
2010-09-10,0.1490710786227622
2010-09-11,0.1739014567583662
2010-09-12,0.14463565947225585
2010-09-13,0.15314379076609905
2010-09-14,0.15020516717875027
2010-09-15,0.1277159926420954
2010-09-16,0.1463655101245416
2010-09-17,0.11055152245383919
2010-09-18,0.134352623026913
2010-09-19,0.15664366828583448
2010-09-20,0.14802313576967754
2010-09-21,0.155170472915076
2010-09-22,0.14651093916774297
2010-09-23,0.14933038861374756
2010-09-24,0.14760200320202638
2010-09-25,0.14504645281343842
2010-09-26,0.14669852259300328
2010-09-27,0.14559934498481897
2010-09-28,0.13897457673361102
2010-09-29,0.1376813205449634
2010-09-30,0.13840098006983664
2010-10-01,0.13817283263906868
2010-10-02,0.13094866202179878
2010-10-03,0.12681099187425487
2010-10-04,0.12904582949223045
2010-10-05,0.12910206867163002
2010-10-06,0.14900552398411743
2010-10-07,0.1996551790693298
2010-10-08,0.3725151362556593
2010-10-09,0.4171677803901038
2010-10-10,0.42813391221904146
2010-10-11,0.4157851059467519
2010-10-12,0.41326305654650414
2010-10-13,0.4664713582629309
2010-10-14,0.44785773912868104
2010-10-15,0.4569591320829842
2010-10-16,0.4313631342607828
2010-10-17,0.4352134356421514
2010-10-18,0.4355521581640176
2010-10-19,0.4034447784962117
2010-10-20,0.41170965410279714
2010-10-21,0.449683624431872
2010-10-22,0.4431454583380871
2010-10-23,0.43590000079982955
2010-10-24,0.4798961124425548
2010-10-25,0.5427202998017021
2010-10-26,0.5915423541812194
2010-10-27,0.6650569865999136
2010-10-28,0.622720311173093
2010-10-29,0.6525004364817222
2010-10-30,0.6643620410505802
2010-10-31,0.64836522476305
2010-11-01,0.6517052559047802
2010-11-02,0.6450618825248051
2010-11-03,0.6407893440461031
2010-11-04,0.6571389899780631
2010-11-05,0.7230268128834015
2010-11-06,0.7957673143586997
2010-11-07,0.7661761977245335
2010-11-08,0.6326345101218019
2010-11-09,0.571447764059839
2010-11-10,0.6193574640402855
2010-11-11,0.5947051409900481
2010-11-12,0.6616111160072993
2010-11-13,0.6676504259601594
2010-11-14,0.6677840126781888
2010-11-15,0.6464088528816996
2010-11-16,0.5761947148741112
2010-11-17,0.6124260982820238
2010-11-18,0.6395479479307643
2010-11-19,0.6463460092445188
2010-11-20,0.6547891611979062
2010-11-21,0.6442051029147338
2010-11-22,0.6521629159764863
2010-11-23,0.6489022472883169
2010-11-24,0.6467001037665777
2010-11-25,0.6399011442315122
2010-11-26,0.6458746165526893
2010-11-27,0.6422110237484213
2010-11-28,0.6252964549686489
2010-11-29,0.5627097553109285
2010-11-30,0.5091537219602891
2010-12-01,0.5504954900528481
2010-12-02,0.5949987914618727
2010-12-03,0.587376065667873
2010-12-04,0.4957381458923448
2010-12-05,0.4654269586847441
2010-12-06,0.4940381424302082
2010-12-07,0.5611360517188742
2010-12-08,0.5634435307912551
2010-12-09,0.4564303574252802
2010-12-10,0.48692528184384226
2010-12-11,0.5405692957661157
2010-12-12,0.5230122933403855
2010-12-13,0.5414633700518682
2010-12-14,0.5717710892273761
2010-12-15,0.5568913620805009
2010-12-16,0.5732827840530895
2010-12-17,0.5543636514271038
2010-12-18,0.5545832877063669
2010-12-19,0.5514807418914758
2010-12-20,0.5937512382362209
2010-12-21,0.5419103052360574
2010-12-22,0.559167020372584
2010-12-23,0.5558163668963523
2010-12-24,0.5537274768495716
2010-12-25,0.5556884785222452
2010-12-26,0.5797814050464344
2010-12-27,0.5788130194863613
2010-12-28,0.6013212019286541
2010-12-29,0.6215600179868894
2010-12-30,0.6198611977585959
2010-12-31,0.6185012165061202
2011-01-01,0.6169958139786854
2011-01-02,0.6146534759885007
2011-01-03,0.6063744738663421
2011-01-04,0.610551265602912
2011-01-05,0.6091330255995482
2011-01-06,0.606751680432044
2011-01-07,0.6321496668212836
2011-01-08,0.6335110851680672
2011-01-09,0.6320106938760973
2011-01-10,0.6319269082889527
2011-01-11,0.6248887054566963
2011-01-12,0.6141667323904332
2011-01-13,0.6044491402840487
2011-01-14,0.6828783969619961
2011-01-15,0.6694884640454681
2011-01-16,0.6671527937417681
2011-01-17,0.6287313661916022
2011-01-18,0.5848270838747418
2011-01-19,0.5820382874825744
2011-01-20,0.6627579970399559
2011-01-21,0.6846890467627014
2011-01-22,0.6990713673859358
2011-01-23,0.6932562991425794
2011-01-24,0.6742753317617676
2011-01-25,0.6644120621664386
2011-01-26,0.6634350889813724
2011-01-27,0.6361424748742167
2011-01-28,0.6453312731339493
2011-01-29,0.6445103277003601
2011-01-30,0.6729163338048646
2011-01-31,0.708973894168949
2011-02-01,0.7661813047626411
2011-02-02,0.7607315917979842
2011-02-03,0.7511363586049706
2011-02-04,0.7826550904285516
2011-02-05,0.8014840090204627
2011-02-06,0.7933570001307576
2011-02-07,0.7834262006279582
2011-02-08,0.7875973976208646
2011-02-09,0.8137405354045258
2011-02-10,0.7886530355657991
2011-02-11,0.8029468071347512
2011-02-12,0.8017943318914811
2011-02-13,0.7932031637562842
2011-02-14,0.7909043316925223
2011-02-15,0.7833382859118355
2011-02-16,0.7765101568202781
2011-02-17,0.7767926847385119
2011-02-18,0.7386837663689871
2011-02-19,0.7508737913824974
2011-02-20,0.7205451180351192
2011-02-21,0.7137146176428686
2011-02-22,0.7323523073384715
2011-02-23,0.7301291385997478
2011-02-24,0.753353469872857
2011-02-25,0.7287542203076092
2011-02-26,0.7372644119005933
2011-02-27,0.7115203945526589
2011-02-28,0.7019552395634417
2011-03-01,0.6839615395458236
2011-03-02,0.6893278801640481
2011-03-03,0.6878923771510398
2011-03-04,0.6723536169474676
2011-03-05,0.6730160200098505
2011-03-06,0.6637218488784034
2011-03-07,0.6619720661300793
2011-03-08,0.6542115410728159
2011-03-09,0.6511876110539423
2011-03-10,0.6756041505478678
2011-03-11,0.6549564122260881
2011-03-12,0.6660419747277776
2011-03-13,0.6545380586615576
2011-03-14,0.6536846538338711
2011-03-15,0.6422838518905918
2011-03-16,0.6340708133298318
2011-03-17,0.6168448065654003
2011-03-18,0.612341567329671
2011-03-19,0.5855586088849828
2011-03-20,0.5714922475976598
2011-03-21,0.5803412136996011
2011-03-22,0.606035889219061
2011-03-23,0.6228543205038832
2011-03-24,0.6264045223865329
2011-03-25,0.6322026991629917
2011-03-26,0.616161623251297
2011-03-27,0.6020561912998121
2011-03-28,0.5870316522820017
2011-03-29,0.5829968391498168
2011-03-30,0.5810997238204066
2011-03-31,0.5773383651613722
2011-04-01,0.5706955853220751
2011-04-02,0.5745245043314954
2011-04-03,0.5720836370755619
2011-04-04,0.5076959815725566
2011-04-05,0.5284465352757088
2011-04-06,0.5469430072101962
2011-04-07,0.5543290289126539
2011-04-08,0.5510263239445049
2011-04-09,0.5482667600775968
2011-04-10,0.5416852536101421
2011-04-11,0.5604375199031464
2011-04-12,0.6042265099428187
2011-04-13,0.6352976502160593
2011-04-14,0.6545076679976465
2011-04-15,0.6469748126804232
2011-04-16,0.6645881770902528
2011-04-17,0.686209561086384
2011-04-18,0.6867489198626919
2011-04-19,0.6941641688335012
2011-04-20,0.6772079111699401
2011-04-21,0.6916240734845069
2011-04-22,0.7312120356728226
2011-04-23,0.7663178529658575
2011-04-24,0.7565144830040964
2011-04-25,0.74765845530336
2011-04-26,0.7720225259565925
2011-04-27,0.7816129732798875
2011-04-28,0.8065974631272474
2011-04-29,0.813002796771997
2011-04-30,0.8222357042143659
2011-05-01,0.7898223742814326
2011-05-02,0.7973592033255106
2011-05-03,0.8028199274759816
2011-05-04,0.789931882441606
2011-05-05,0.7819755936791974
2011-05-06,0.7804792501698101
2011-05-07,0.7888534054798162
2011-05-08,0.7981850720946713
2011-05-09,0.7907169417048574
2011-05-10,0.8523164801960285
2011-05-11,0.8364503909233211
2011-05-12,0.8476208785818444
2011-05-13,0.8632537134205487
2011-05-14,0.8245518504901608
2011-05-15,0.814141948291151
2011-05-16,0.8229178322404725
2011-05-17,0.7987373068120619
2011-05-18,0.7798648884680425
2011-05-19,0.7807162285404753
2011-05-20,0.72398695881405
2011-05-21,0.7603254646310983
2011-05-22,0.7744734983335185
2011-05-23,0.7821943546701995
2011-05-24,0.7870918374784126
2011-05-25,0.8080901688888397
2011-05-26,0.8109986887730174
2011-05-27,0.7894439679339644
2011-05-28,0.7835208914360572
2011-05-29,0.7820917634355893
2011-05-30,0.7883146525947795
2011-05-31,0.7834887497563808
2011-06-01,0.8002605411896175
2011-06-02,0.8163045692093692
2011-06-03,0.8476103917075043
2011-06-04,0.8761044192699218
2011-06-05,0.8520736781242151
2011-06-06,0.8343405825874852
2011-06-07,0.8658699496889701
2011-06-08,0.8722590824209783
2011-06-09,0.8526506755726676
2011-06-10,0.8053577376822064
2011-06-11,0.681399657454902
2011-06-12,0.7247237465731563
2011-06-13,0.7232446004529829
2011-06-14,0.6988907916756556
2011-06-15,0.6814102303648278
2011-06-16,0.6423639165633538
2011-06-17,0.5984797118076713
2011-06-18,0.6194810724754627
2011-06-19,0.6278981610246637
2011-06-20,0.6266057319729488
2011-06-21,0.6289052495308893
2011-06-22,0.6293651830516293
2011-06-23,0.6293626797300702
2011-06-24,0.6351947647794648
2011-06-25,0.6206314590010004
2011-06-26,0.581533503312039
2011-06-27,0.58378957124527
2011-06-28,0.5833100027786646
2011-06-29,0.5799368700957889
2011-06-30,0.5571750826969523
2011-07-01,0.5338607251136174
2011-07-02,0.5354364231903196
2011-07-03,0.5360685321232715
2011-07-04,0.48351096172437785
2011-07-05,0.4374768835741158
2011-07-06,0.513125644289317
2011-07-07,0.516607330771433
2011-07-08,0.4964100458831685
2011-07-09,0.4992111924065514
2011-07-10,0.5037997523574615
2011-07-11,0.4896676574481653
2011-07-12,0.4820250706799083
2011-07-13,0.47881076424419056
2011-07-14,0.4808536704725397
2011-07-15,0.47197065606311484
2011-07-16,0.46840362601896807
2011-07-17,0.44530597719640136
2011-07-18,0.49150067533920644
2011-07-19,0.4936562170475355
2011-07-20,0.4929709216147613
2011-07-21,0.49010034526907487
2011-07-22,0.4927115325977911
2011-07-23,0.49176514302465235
2011-07-24,0.5021630826918918
2011-07-25,0.5028816919165717
2011-07-26,0.4960781707719464
2011-07-27,0.4961516472922656
2011-07-28,0.48053581185044725
2011-07-29,0.4822556333421481
2011-07-30,0.4815431293904045
2011-07-31,0.47566537958361615
2011-08-01,0.4588108907357323
2011-08-02,0.42745813096912966
2011-08-03,0.2481619490448611
2011-08-04,0.35168908802883303
2011-08-05,0.28216050949276616
2011-08-06,-0.08112384909544479
2011-08-07,0.15989977646943737
2011-08-08,0.14300435138058665
2011-08-09,0.2861392481423769
2011-08-10,0.32997029019374075
2011-08-11,0.29036326104885407
2011-08-12,0.2904887552866947
2011-08-13,0.33561198551738647
2011-08-14,0.377832733462072
2011-08-15,0.3961814845906081
2011-08-16,0.3847250725995375
2011-08-17,0.3854219859739514
2011-08-18,0.37575680398255445
2011-08-19,0.42225029506956724
2011-08-20,0.40780652723783234
2011-08-21,0.40058668406924397
2011-08-22,0.3819669593884107
2011-08-23,0.37811161278988326
2011-08-24,0.37360131433712535
2011-08-25,0.27731135663042633
2011-08-26,0.15389151087184616
2011-08-27,0.24117430918197325
2011-08-28,0.28255846755421843
2011-08-29,0.2751588608278569
2011-08-30,0.2607433117481627
2011-08-31,0.20777578425107074
2011-09-01,0.21180988451865973
2011-09-02,0.24876096055790708
2011-09-03,0.23055707084142357
2011-09-04,0.2076048694084876
2011-09-05,0.1504395257783976
2011-09-06,0.0596010060127764
2011-09-07,0.10030974355033978
2011-09-08,0.017319023404114342
2011-09-09,-0.2567090509364647
2011-09-10,-0.34358144228442206
2011-09-11,-0.05449409112581777
2011-09-12,-0.01130204965488546
2011-09-13,-0.05141330491844032
2011-09-14,-0.10280175024118576
2011-09-15,-0.26684237511418435
2011-09-16,-0.2615821572147823
2011-09-17,-0.27237321647962204
2011-09-18,-0.1562254696256395
2011-09-19,-0.09682557386514073
2011-09-20,0.01139493726746782
2011-09-21,-0.0670702573510441
2011-09-22,-0.10086287796317717
2011-09-23,-0.08391777502696379
2011-09-24,-0.10103724089272065
2011-09-25,-0.12853705318330755
2011-09-26,-0.22750982627246613
2011-09-27,-0.26770037843163946
2011-09-28,-0.26614118584567903
2011-09-29,-0.24496640015671245
2011-09-30,-0.15850013496192727
2011-10-01,-0.18460282136126877
2011-10-02,-0.18693859609338898
2011-10-03,-0.17955681050000527
2011-10-04,-0.19386431019493144
2011-10-05,-0.21210942910849484
2011-10-06,-0.24666248519376432
2011-10-07,-0.37956246797043147
2011-10-08,-0.4689870143097779
2011-10-09,-0.42797486903826115
2011-10-10,-0.4447998692999928
2011-10-11,-0.44891564573897264
2011-10-12,-0.39486052285593787
2011-10-13,-0.4396739941985499
2011-10-14,-0.45706435348396146
2011-10-15,-0.5099652464631725
2011-10-16,-0.6094196246449732
2011-10-17,-1.1878885614290167
2011-10-18,-1.3895720695368232
2011-10-19,-1.5433848195801505
2011-10-20,-1.4101610391577641
2011-10-21,-1.1984633722289095
2011-10-22,-0.7375406293936267
2011-10-23,-0.7779451068637886
2011-10-24,-1.211484263344765
2011-10-25,-1.0197842775438655
2011-10-26,-1.002023691877492
2011-10-27,-0.8699073314058879
2011-10-28,-0.7469487415600522
2011-10-29,-0.5391773330387069
2011-10-30,-0.7001197333236118
2011-10-31,-0.7062427378070859
2011-11-01,-0.7636774688668699
2011-11-02,-0.6949497082185051
2011-11-03,-0.7338875987253581
2011-11-04,-0.7611185853596566
2011-11-05,-0.8468111097558952
2011-11-06,-0.8464400607390603
2011-11-07,-0.821148687686854
2011-11-08,-0.7962321216393884
2011-11-09,-0.7923653936267521
2011-11-10,-0.8463155370883239
2011-11-11,-0.7125797660168232
2011-11-12,-0.7352417678505265
2011-11-13,-0.7604340940515266
2011-11-14,-1.444883090241908
2011-11-15,-1.2608381394223913
2011-11-16,-1.0290362836747067
2011-11-17,-1.2332276779031561
2011-11-18,-1.3191394854184355
2011-11-19,-1.2623876431510799
2011-11-20,-1.257436989644646
2011-11-21,-1.1662547428406491
2011-11-22,-1.1344537780956545
2011-11-23,-1.120090425119634
2011-11-24,-1.040491811561701
2011-11-25,-0.9886186785578615
2011-11-26,-0.9974067341154071
2011-11-27,-0.9945306125124945
2011-11-28,-0.9198044446197637
2011-11-29,-0.7660270430771974
2011-11-30,-0.6717319328598994
2011-12-01,-0.5965855260338976
2011-12-02,-0.5918830644952429
2011-12-03,-0.7517262030668059
2011-12-04,-0.7317601277575634
2011-12-05,-0.7160154797386646
2011-12-06,-0.618737010803869
2011-12-07,-0.6301751814514659
2011-12-08,-0.6303102657937942
2011-12-09,-0.6508784956215863
2011-12-10,-0.5960246136965484
2011-12-11,-0.5037432319487214
2011-12-12,-0.5347655522644438
2011-12-13,-0.5014052239553346
2011-12-14,-0.5611681255407323
2011-12-15,-0.5196672001435997
2011-12-16,-0.522372891609215
2011-12-17,-0.5218109913504638
2011-12-18,-0.5253778174506363
2011-12-19,-0.38273070986808494
2011-12-20,-0.22902780064011863
2011-12-21,-0.26193723811052105
2011-12-22,-0.2550299264156266
2011-12-23,-0.2467303013366532
2011-12-24,-0.24673793306812342
2011-12-25,-0.1625826258081987
2011-12-26,-0.23148338423207904
2011-12-27,-0.19705551212481148
2011-12-28,-0.17615126326305636
2011-12-29,-0.17701049472214242
2011-12-30,-0.15957494841244285
2011-12-31,-0.04456622661400883
2012-01-01,0.0637150741518942
2012-01-02,0.05347529209968038
2012-01-03,-0.015744676272774094
2012-01-04,0.11310453169800871
2012-01-05,0.28340424256032687
2012-01-06,0.2469570427433544
2012-01-07,0.2580980080115673
2012-01-08,0.2888572351572909
2012-01-09,0.1784265504083309
2012-01-10,0.208066464323461
2012-01-11,0.2577867984753286
2012-01-12,0.22660246989257987
2012-01-13,0.19748877514004626
2012-01-14,0.23449083736265142
2012-01-15,0.26254353190241564
2012-01-16,0.21856493951923245
2012-01-17,0.073002260118683
2012-01-18,0.12190194218090938
2012-01-19,0.17669751267349348
2012-01-20,0.18137446404994045
2012-01-21,0.14449955296205563
2012-01-22,0.161287420230109
2012-01-23,0.1783138452837985
2012-01-24,0.16270115712595962
2012-01-25,0.0991208325434692
2012-01-26,0.021852649980091565
2012-01-27,0.013936173597092483
2012-01-28,0.08181040839809317
2012-01-29,0.035823152345030085
2012-01-30,0.053407999013520724
2012-01-31,0.0524510735486296
2012-02-01,0.14337704682661367
2012-02-02,0.14734705463522774
2012-02-03,0.12446699033536696
2012-02-04,0.11178118204037374
2012-02-05,0.07656278040481829
2012-02-06,0.043546446579658726
2012-02-07,0.08139314985727031
2012-02-08,0.07929972596197632
2012-02-09,0.1067319752485813
2012-02-10,0.12022593680808857
2012-02-11,0.06745552403050925
2012-02-12,0.052158317193821746
2012-02-13,0.03171929463065143
2012-02-14,-0.16330509754877687
2012-02-15,-0.17284069288815418
2012-02-16,-0.20919189554054535
2012-02-17,-0.1783179206436487
2012-02-18,-0.1924126161832379
2012-02-19,-0.16496012827035494
2012-02-20,-0.16265567692689636
2012-02-21,-0.18089297269460602
2012-02-22,-0.14132856211662254
2012-02-23,-0.011489106363064272
2012-02-24,-0.00980255505788874
2012-02-25,-0.0649522691096947
2012-02-26,-0.03148068665570569
2012-02-27,-0.02482322284531513
2012-02-28,-0.04524941511353875
2012-02-29,-0.04045448602355889
2012-03-01,-0.027920255363461544
2012-03-02,-0.07113031207921378
2012-03-03,-0.08797643042868364
2012-03-04,-0.045740246393911776
2012-03-05,-0.04946291353401244
2012-03-06,-0.010594484427937256
2012-03-07,-0.025187658595424545
2012-03-08,-0.023283651883577283
2012-03-09,-0.03751695871028515
2012-03-10,-0.04248836545062479
2012-03-11,-0.029942686781213868
2012-03-12,-0.028430591344838774
2012-03-13,0.04401467266227532
2012-03-14,0.062247155153414
2012-03-15,0.054863527687357194
2012-03-16,0.05218794196116294
2012-03-17,0.02284716005836912
2012-03-18,0.03737293426225807
2012-03-19,-0.08217658514407772
2012-03-20,-0.04440714058450179
2012-03-21,-0.04855378353982781
2012-03-22,-0.05872587994610773
2012-03-23,-0.0785091398659627
2012-03-24,-0.07673672680817556
2012-03-25,-0.10319517347758944
2012-03-26,-0.07672915370608252
2012-03-27,-0.04222504738267696
2012-03-28,-0.04219167545649832
2012-03-29,-0.05030282379740403
2012-03-30,-0.01579717872798625
2012-03-31,-0.008540225028105475
2012-04-01,-0.02806559175201001
2012-04-02,0.009076891804620013
2012-04-03,0.007209634468105353
2012-04-04,-0.009139377742106825
2012-04-05,0.0006410611815919065
2012-04-06,0.0016386749995934147
2012-04-07,-0.043982563352070125
2012-04-08,-0.027689792637464294
2012-04-09,-0.02148408909580496
2012-04-10,-0.018173588951579056
2012-04-11,-0.005264353377292752
2012-04-12,-0.005075400671554486
2012-04-13,-0.0032045857164230696
2012-04-14,0.0013270669639925958
2012-04-15,0.008473694972157275
2012-04-16,0.0028029614870951347
2012-04-17,0.008050986633200918
2012-04-18,0.03897929513139636
2012-04-19,0.03240817954247538
2012-04-20,0.07854953270965226
2012-04-21,0.054839458171526634
2012-04-22,0.04693302980498776
2012-04-23,0.03548543359720302
2012-04-24,0.021670450497223548
2012-04-25,0.037838650553515485
2012-04-26,0.026560018827637144
2012-04-27,0.027831780353466784
2012-04-28,0.002484508788151485
2012-04-29,-0.014848265720796616
2012-04-30,-0.0019262323418616778
2012-05-01,0.010429469756590037
2012-05-02,0.01680911214156644
2012-05-03,0.03070391407007117
2012-05-04,0.028692606121785702
2012-05-05,0.01872878993794108
2012-05-06,0.022652996344709297
2012-05-07,0.022099229149626587
2012-05-08,0.02197837662231622
2012-05-09,0.009408528379239667
2012-05-10,0.006132032254442976
2012-05-11,0.004476610569878081
2012-05-12,0.0006496343779109903
2012-05-13,-0.002011980213816822
2012-05-14,0.014021573405970267
2012-05-15,0.013817057904217889
2012-05-16,0.02370931560987094
2012-05-17,0.031800269913392964
2012-05-18,0.0396762187051346
2012-05-19,0.03743322472664501
2012-05-20,0.03871116230898802
2012-05-21,0.03997791021881042
2012-05-22,0.040324849760651926
2012-05-23,0.04798500104523834
2012-05-24,0.04755239427875363
2012-05-25,0.0502420812189443
2012-05-26,0.04675635483510199
2012-05-27,0.04669459861000913
2012-05-28,0.0526891763980859
2012-05-29,0.0551136128951803
2012-05-30,0.05244690256541201
2012-05-31,0.06437994566992439
2012-06-01,0.07715746183585964
2012-06-02,0.052218953992148764
2012-06-03,0.06950448463499542
2012-06-04,0.07715447043801782
2012-06-05,0.10121167660808583
2012-06-06,0.10262865806082777
2012-06-07,0.12945395815367833
2012-06-08,0.13446835130873144
2012-06-09,0.1223156477634254
2012-06-10,0.10692157097559418
2012-06-11,0.12604820920175022
2012-06-12,0.1466188138874327
2012-06-13,0.17067924236147874
2012-06-14,0.17599179167745443
2012-06-15,0.24904711783529698
2012-06-16,0.2343626068989669
2012-06-17,0.19697229469531777
2012-06-18,0.21341202177625146
2012-06-19,0.2365182844470601
2012-06-20,0.2582479584644756
2012-06-21,0.25541880300896924
2012-06-22,0.23605000217448702
2012-06-23,0.22509085358647205
2012-06-24,0.21346067813447284
2012-06-25,0.20775738469338229
2012-06-26,0.22384214842149813
2012-06-27,0.2446618908670669
2012-06-28,0.2377793541243402
2012-06-29,0.2467718369585181
2012-06-30,0.24840932377332345
2012-07-01,0.23995020258017644
2012-07-02,0.25444823968484687
2012-07-03,0.21824833325180584
2012-07-04,0.2250593708119632
2012-07-05,0.24153051296381833
2012-07-06,0.24394053996589826
2012-07-07,0.2605009209941921
2012-07-08,0.2559001002654886
2012-07-09,0.2706606182320972
2012-07-10,0.3020018237102725
2012-07-11,0.298552531840584
2012-07-12,0.34701571453701074
2012-07-13,0.3366631432747045
2012-07-14,0.3339421798790888
