date,profit_relative
2010-04-24,0.0
2010-04-25,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-01,0.0
2010-05-02,0.0
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-08,0.0
2010-05-09,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.0
2010-05-15,0.0
2010-05-16,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-22,0.0
2010-05-23,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-05-29,0.0
2010-05-30,0.0
2010-05-31,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-05,0.0
2010-06-06,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-12,0.0
2010-06-13,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-19,0.0
2010-06-20,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-26,0.0
2010-06-27,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-03,0.0
2010-07-04,0.0
2010-07-05,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-10,0.0
2010-07-11,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-17,0.0
2010-07-18,0.9990253712727695
2010-07-19,0.987182822671643
2010-07-20,0.9825716940568774
2010-07-21,0.9868668297033691
2010-07-22,0.9751641756349548
2010-07-23,0.9722413914486864
2010-07-24,0.9593490445678079
2010-07-25,0.9449729090805644
2010-07-26,0.9502886359448312
2010-07-27,0.9727373976496543
2010-07-28,0.9482734366181285
2010-07-29,0.9866439818724314
2010-07-30,0.977240792318275
2010-07-31,0.982863854865126
2010-08-01,0.9667947988168982
2010-08-02,0.9419943407769961
2010-08-03,0.9371887199390118
2010-08-04,0.9193943719953583
2010-08-05,0.9472467068837286
2010-08-06,0.9693534259755612
2010-08-07,0.9133314204202556
2010-08-08,0.9400781730887603
2010-08-09,0.9854390302468041
2010-08-10,0.9726487562595254
2010-08-11,0.9642262340445734
2010-08-12,0.9786197787335335
2010-08-13,0.9525255539222958
2010-08-14,0.9592626407286993
2010-08-15,0.9498163663402152
2010-08-16,0.9470705781676205
2010-08-17,0.9776137939319514
2010-08-18,0.9638845622918054
2010-08-19,0.9475547861940546
2010-08-20,0.9322948048502215
2010-08-21,0.9501695914018345
2010-08-22,0.9432110792867231
2010-08-23,0.9246519532483942
2010-08-24,0.9210340118911683
2010-08-25,0.9170287827031555
2010-08-26,0.9043898586475586
2010-08-27,0.9223124446528104
2010-08-28,0.9099336859065984
2010-08-29,0.8964960451244813
2010-08-30,0.9248799130310992
2010-08-31,0.8509526758163015
2010-09-01,0.8831093931191342
2010-09-02,0.8952978396726076
2010-09-03,0.8564369100471192
2010-09-04,0.894424439579291
2010-09-05,0.8725295901678164
2010-09-06,0.8686611444017646
2010-09-07,0.8666860752730234
2010-09-08,0.8665496692438451
2010-09-09,0.8569403832992623
2010-09-10,0.8926609047561812
2010-09-11,0.9125403440570231
2010-09-12,0.8617023095905955
2010-09-13,0.8997200769044598
2010-09-14,0.8801395327264295
2010-09-15,0.8231309101825368
2010-09-16,0.8708235972564351
2010-09-17,0.7941049491154296
2010-09-18,0.8439156434907895
2010-09-19,0.910374346728447
2010-09-20,0.896061900353956
2010-09-21,0.9037831697431988
2010-09-22,0.8891791478743318
2010-09-23,0.8866909921940275
2010-09-24,0.8806372407891244
2010-09-25,0.8787919602152312
2010-09-26,0.8826588981966272
2010-09-27,0.8784430694987391
2010-09-28,0.846849731520656
2010-09-29,0.8396630135660696
2010-09-30,0.8444868623337429
2010-10-01,0.861708213873148
2010-10-02,0.7890306635277182
2010-10-03,0.7618166862567467
2010-10-04,0.7752904013709914
2010-10-05,0.7920888474451915
2010-10-06,0.921535543519517
2010-10-07,0.9668464945703944
2010-10-08,0.9960513038104067
2010-10-09,0.9937494780297997
2010-10-10,0.9872938253190331
2010-10-11,0.9819402549832807
2010-10-12,0.9764724748785205
2010-10-13,0.9936622663716398
2010-10-14,0.989580455329991
2010-10-15,0.9837562252478148
2010-10-16,0.9652753773185622
2010-10-17,0.9674330693807206
2010-10-18,0.9733945124995645
2010-10-19,0.9316993852670001
2010-10-20,0.9308650693071362
2010-10-21,0.9919607227999861
2010-10-22,0.9877334398675603
2010-10-23,0.9684249340278575
2010-10-24,0.9913840161166627
2010-10-25,0.98983890322728
2010-10-26,0.9868588221895749
2010-10-27,0.9982932288116337
2010-10-28,0.962531347816725
2010-10-29,0.9931346679930365
2010-10-30,0.9996862186351647
2010-10-31,0.9879277130932694
2010-11-01,0.9928661345009543
2010-11-02,0.9867370974609506
2010-11-03,0.9816378236951563
2010-11-04,0.9795063710102123
2010-11-05,0.999955473201567
2010-11-06,0.9974683704509626
2010-11-07,0.9883093860377568
2010-11-08,0.9220046075725797
2010-11-09,0.9060995779867456
2010-11-10,0.9180409493462257
2010-11-11,0.9082051121709369
2010-11-12,0.9304720234578437
2010-11-13,0.926049787712424
2010-11-14,0.9243349782861869
2010-11-15,0.9070431486690488
2010-11-16,0.8823620237362897
2010-11-17,0.8998567438743637
2010-11-18,0.9062733147944556
2010-11-19,0.9193491907713499
2010-11-20,0.9333009199948411
2010-11-21,0.9194558443509615
2010-11-22,0.9342579622269597
2010-11-23,0.924599890893921
2010-11-24,0.9253110971130851
2010-11-25,0.9090004752517449
2010-11-26,0.9474166930741501
2010-11-27,0.9270454345726445
2010-11-28,0.8832496106620334
2010-11-29,0.8453838369793065
2010-11-30,0.8336032254408388
2010-12-01,0.8538499081823603
2010-12-02,0.8782190608989725
2010-12-03,0.8751156016047731
2010-12-04,0.8217593922253441
2010-12-05,0.8079776217273689
2010-12-06,0.8257955982857509
2010-12-07,0.8627056598912215
2010-12-08,0.8620670361907636
2010-12-09,0.8016807390992022
2010-12-10,0.8195302432821601
2010-12-11,0.8553792330780345
2010-12-12,0.8394885135575816
2010-12-13,0.8600652533854758
2010-12-14,0.8882104247025927
2010-12-15,0.8702120147939884
2010-12-16,0.8892922826611067
2010-12-17,0.8645434688556342
2010-12-18,0.8655773481514373
2010-12-19,0.8588963864430322
2010-12-20,0.9042720447061611
2010-12-21,0.8398268094730085
2010-12-22,0.8775875087995211
2010-12-23,0.8716622670799068
2010-12-24,0.8645497053757298
2010-12-25,0.8734385966948971
2010-12-26,0.9047479906093393
2010-12-27,0.9063905377809394
2010-12-28,0.9378565833074745
2010-12-29,0.9609088666281818
2010-12-30,0.9635201001516239
2010-12-31,0.9593882800517877
2011-01-01,0.9564787108190593
2011-01-02,0.956013284959925
2011-01-03,0.9430070955611483
2011-01-04,0.9493317542817133
2011-01-05,0.9457425354095241
2011-01-06,0.9446402370293968
2011-01-07,0.9642538440929158
2011-01-08,0.9647406324981316
2011-01-09,0.9648853011937224
2011-01-10,0.9577418038727683
2011-01-11,0.9462703896917144
2011-01-12,0.93691776095509
2011-01-13,0.9210375365127692
2011-01-14,0.9857265549494942
2011-01-15,0.9789888086212982
2011-01-16,0.9744728094559268
2011-01-17,0.9600256698424324
2011-01-18,0.8983126017075839
2011-01-19,0.8936057540748974
2011-01-20,0.9834606080156748
2011-01-21,0.9985511871192508
2011-01-22,0.9989090552694289
2011-01-23,0.9882435197110915
2011-01-24,0.9813278543238475
2011-01-25,0.974580336406827
2011-01-26,0.9764872882865453
2011-01-27,0.9853490789010884
2011-01-28,0.9883346749431274
2011-01-29,0.9843225401929023
2011-01-30,0.9985047921746473
2011-01-31,0.997419863409459
2011-02-01,0.9907887736375808
2011-02-02,0.9788625873258856
2011-02-03,0.9719991042161957
2011-02-04,0.997863778922025
2011-02-05,0.9989106838060944
2011-02-06,0.9897829370162885
2011-02-07,0.9777824701640881
2011-02-08,0.9971755510684839
2011-02-09,0.9972132317163764
2011-02-10,0.9853679622641367
2011-02-11,0.994890323707523
2011-02-12,0.9935613623768039
2011-02-13,0.9876613862479228
2011-02-14,0.9902884524522566
2011-02-15,0.9725542597166945
2011-02-16,0.9657677280179564
2011-02-17,0.9650807321491913
2011-02-18,0.9261530023797575
2011-02-19,0.9475489493193618
2011-02-20,0.9143020649456297
2011-02-21,0.9107041261404951
2011-02-22,0.9310585244450178
2011-02-23,0.9286791358737438
2011-02-24,0.9633097140179115
2011-02-25,0.937305049439534
2011-02-26,0.9502662501069287
2011-02-27,0.8991094850249632
2011-02-28,0.8914544399447313
2011-03-01,0.8703600447457557
2011-03-02,0.8914197353463813
2011-03-03,0.8899866501325127
2011-03-04,0.8404671030269434
2011-03-05,0.8534045683707114
2011-03-06,0.8361516341345386
2011-03-07,0.8408815163682427
2011-03-08,0.8232547250033495
2011-03-09,0.8222623761074448
2011-03-10,0.9039922273389674
2011-03-11,0.8353713839304822
2011-03-12,0.8780368614805993
2011-03-13,0.8329774323102179
2011-03-14,0.83842071424264
2011-03-15,0.8072557641966359
2011-03-16,0.7991526098319978
2011-03-17,0.776648400647702
2011-03-18,0.7774475023583673
2011-03-19,0.7728591290538727
2011-03-20,0.7691330678555418
2011-03-21,0.7728545590919847
2011-03-22,0.7854475360262156
2011-03-23,0.7993189761786135
2011-03-24,0.8137505308141761
2011-03-25,0.8238641945829982
2011-03-26,0.7963187649553711
2011-03-27,0.7682836676394119
2011-03-28,0.7589122395678719
2011-03-29,0.7585680572832506
2011-03-30,0.7585067334319947
2011-03-31,0.7575378053397444
2011-04-01,0.7514336015883147
2011-04-02,0.7561077103807793
2011-04-03,0.7527872256106082
2011-04-04,0.7313988261980899
2011-04-05,0.7409894731868636
2011-04-06,0.7503588625921513
2011-04-07,0.7524663171136364
2011-04-08,0.7495168927423848
2011-04-09,0.7482978576829609
2011-04-10,0.7432101774653569
2011-04-11,0.7651406781665686
2011-04-12,0.8215816563526402
2011-04-13,0.9244176058155025
2011-04-14,0.9809152863941137
2011-04-15,0.9638912884550275
2011-04-16,0.9855736079100462
2011-04-17,0.9998374580533385
2011-04-18,0.9928051940622785
2011-04-19,0.9993921914716911
2011-04-20,0.9674328999293857
2011-04-21,0.9996603009356119
2011-04-22,0.9998531411381298
2011-04-23,0.9935913385783515
2011-04-24,0.9863652418725842
2011-04-25,0.9836605753310227
2011-04-26,0.9985620054655249
2011-04-27,0.993521452698041
2011-04-28,0.9931449372669284
2011-04-29,0.9986599303713539
2011-04-30,0.9570154790504165
2011-05-01,0.9502391639674921
2011-05-02,0.9523594587515436
2011-05-03,0.9528833299090691
2011-05-04,0.951469569945821
2011-05-05,0.9252914465243631
2011-05-06,0.9445416209196309
2011-05-07,0.9596926965960897
2011-05-08,0.9981991547203932
2011-05-09,0.958357800456253
2011-05-10,0.9997802966731955
2011-05-11,0.9844762734113115
2011-05-12,0.9999069520356785
2011-05-13,0.9986650901362725
2011-05-14,0.9438761770361573
2011-05-15,0.9436877294570969
2011-05-16,0.9871005656056965
2011-05-17,0.9194408426360309
2011-05-18,0.9004630313520066
2011-05-19,0.9019983397706922
2011-05-20,0.8664595358378443
2011-05-21,0.9252905705183386
2011-05-22,0.944427209694903
2011-05-23,0.9473589942759523
2011-05-24,0.9690666080204458
2011-05-25,0.996457082941706
2011-05-26,0.9975491341807778
2011-05-27,0.938388490659661
2011-05-28,0.930126372473273
2011-05-29,0.9337228080174703
2011-05-30,0.9909705160930964
2011-05-31,0.937153218229675
2011-06-01,0.9993285729825223
2011-06-02,0.9997573177850477
2011-06-03,0.9974215262698699
2011-06-04,0.9996024106677849
2011-06-05,0.9809490002422943
2011-06-06,0.9653535073969367
2011-06-07,0.9987704542884839
2011-06-08,0.9929338205334834
2011-06-09,0.9723884263444874
2011-06-10,0.9163713001428181
2011-06-11,0.8704164376589266
2011-06-12,0.8558649908206077
2011-06-13,0.9206770071594205
2011-06-14,0.9092608677761669
2011-06-15,0.8827727750248643
2011-06-16,0.7558457004553213
2011-06-17,0.7614382990921766
2011-06-18,0.7770843498034866
2011-06-19,0.7392100100633612
2011-06-20,0.7752460496678507
2011-06-21,0.8761804612872444
2011-06-22,0.888902920626582
2011-06-23,0.8243616309182054
2011-06-24,0.9018009850873273
2011-06-25,0.7973510906368393
2011-06-26,0.7027455470387758
2011-06-27,0.6967682717352734
2011-06-28,0.70815209231611
2011-06-29,0.7137769683094469
2011-06-30,0.66961748149033
2011-07-01,0.6635583731469944
2011-07-02,0.6682282907680464
2011-07-03,0.6656662732940362
2011-07-04,0.6529817488431641
2011-07-05,0.6410807855834196
2011-07-06,0.6749651010486262
2011-07-07,0.6798356663245239
2011-07-08,0.6675295493143905
2011-07-09,0.6688893448764897
2011-07-10,0.6805854867617064
2011-07-11,0.6589937320373962
2011-07-12,0.6574258223789321
2011-07-13,0.6483218853276759
2011-07-14,0.6644096801470315
2011-07-15,0.6439833858926696
2011-07-16,0.650074931184641
2011-07-17,0.6290853052719522
2011-07-18,0.7228307660317203
2011-07-19,0.719632729216561
2011-07-20,0.7075069398510632
2011-07-21,0.7074698360679949
2011-07-22,0.7179705041790237
2011-07-23,0.7149100194425895
2011-07-24,0.7609193729489365
2011-07-25,0.7609527261930998
2011-07-26,0.7477862791228339
2011-07-27,0.7448517957339353
2011-07-28,0.6884859949525998
2011-07-29,0.6905918919970666
2011-07-30,0.6944784982574923
2011-07-31,0.6818991878281508
2011-08-01,0.6042730059744379
2011-08-02,0.6023915338569511
2011-08-03,0.5962476165578663
2011-08-04,0.6069877573895723
2011-08-05,0.5970638551938453
2011-08-06,0.5554065035405418
2011-08-07,0.5939695962694274
2011-08-08,0.5891848650875446
2011-08-09,0.6245185738372006
2011-08-10,0.629143095714622
2011-08-11,0.6235266492644599
2011-08-12,0.6285106457579969
2011-08-13,0.6410981281659306
2011-08-14,0.6493491713904475
2011-08-15,0.6602298539751187
2011-08-16,0.6497217489238353
2011-08-17,0.6582354162234109
2011-08-18,0.6305599161009665
2011-08-19,0.673944268880655
2011-08-20,0.6633283032211729
2011-08-21,0.6594082242324326
2011-08-22,0.6422226117068961
2011-08-23,0.6381384306341256
2011-08-24,0.6219496396590176
2011-08-25,0.5948081812503514
2011-08-26,0.5653577417279507
2011-08-27,0.6649780268398486
2011-08-28,0.6835056624483855
2011-08-29,0.6825526286415466
2011-08-30,0.6693861406402695
2011-08-31,0.5612756919344745
2011-09-01,0.565559248244466
2011-09-02,0.6742662365199478
2011-09-03,0.5703750377363602
2011-09-04,0.5591268766480207
2011-09-05,0.5375017973585987
2011-09-06,0.5304352540212833
2011-09-07,0.5446365707190701
2011-09-08,0.5164878283875615
2011-09-09,0.5123466694253079
2011-09-10,0.5061516382386643
2011-09-11,0.5634735852516666
2011-09-12,0.6153415463612891
2011-09-13,0.5649973895741737
2011-09-14,0.5099232108905869
2011-09-15,0.5019415574638559
2011-09-16,0.5053569843740623
2011-09-17,0.5026701904813909
2011-09-18,0.5227207981961044
2011-09-19,0.5294135848518787
2011-09-20,0.6446992269048927
2011-09-21,0.5218043166718865
2011-09-22,0.5164683175727395
2011-09-23,0.5207179912956124
2011-09-24,0.5175121319392424
2011-09-25,0.5095373188973702
2011-09-26,0.5041287438566043
2011-09-27,0.4935402578924969
2011-09-28,0.49373846645147057
2011-09-29,0.503581010863226
2011-09-30,0.520261679462947
2011-10-01,0.5147995137112079
2011-10-02,0.5155827083659923
2011-10-03,0.5222087488806991
2011-10-04,0.5145472056187427
2011-10-05,0.5047454614315856
2011-10-06,0.4998306083118551
2011-10-07,0.489321079814669
2011-10-08,0.4896858381355435
2011-10-09,0.49190070195934654
2011-10-10,0.4886278924709941
2011-10-11,0.49534978355378934
2011-10-12,0.5099464205785403
2011-10-13,0.4944271981568401
2011-10-14,0.48818442613631613
2011-10-15,0.48116393341691993
2011-10-16,0.4795457420215101
2011-10-17,0.4656360144687361
2011-10-18,0.4566458136191864
2011-10-19,0.46332709618931783
2011-10-20,0.4713629570428249
2011-10-21,0.483347053203446
2011-10-22,0.49447171658306455
2011-10-23,0.49504865710124235
2011-10-24,0.46547884091876673
2011-10-25,0.4808287413386599
2011-10-26,0.48982889926586237
2011-10-27,0.4999121575055075
2011-10-28,0.5068533068630589
2011-10-29,0.5244067319326183
2011-10-30,0.4979630579654997
2011-10-31,0.5002150342708634
2011-11-01,0.48682122281296236
2011-11-02,0.5042914918660986
2011-11-03,0.48739261510276793
2011-11-04,0.4819431138720564
2011-11-05,0.4742018599298149
2011-11-06,0.478001533977235
2011-11-07,0.48251149496041046
2011-11-08,0.48484335560415426
2011-11-09,0.4778870788370227
2011-11-10,0.4664504886135568
2011-11-11,0.5187582383760011
2011-11-12,0.4957358654071548
2011-11-13,0.4896540686210153
2011-11-14,0.43899869183161916
2011-11-15,0.4514653179253988
2011-11-16,0.5634903799516499
2011-11-17,0.4440437778256962
2011-11-18,0.4396231295352654
2011-11-19,0.5207574391809477
2011-11-20,0.44258288923309913
2011-11-21,0.5404176675036568
2011-11-22,0.4823286791041405
2011-11-23,0.5492575427337778
2011-11-24,0.5734738679713628
2011-11-25,0.5226412587129313
2011-11-26,0.5819881426997834
2011-11-27,0.5883069387392943
2011-11-28,0.6040065169408749
2011-11-29,0.5497935969508998
2011-11-30,0.5594561197006583
2011-12-01,0.6545673153450454
2011-12-02,0.5963519321456535
2011-12-03,0.5879812786008656
2011-12-04,0.5979206716509525
2011-12-05,0.5387676465570983
2011-12-06,0.6275398865897038
2011-12-07,0.6185117222183644
2011-12-08,0.6162581717529247
2011-12-09,0.5533048518475108
2011-12-10,0.6404054239325856
2011-12-11,0.6578349053077504
2011-12-12,0.6373414060224724
2011-12-13,0.6681851528668812
2011-12-14,0.6106904528739824
2011-12-15,0.6595853231939492
2011-12-16,0.6482027901835515
2011-12-17,0.649578336986745
2011-12-18,0.6417662673536494
2011-12-19,0.6969062675744496
2011-12-20,0.6897847155250688
2011-12-21,0.6700446466015725
2011-12-22,0.6769958241186358
2011-12-23,0.6857990586804166
2011-12-24,0.6848721029021784
2011-12-25,0.7126939645871359
2011-12-26,0.6879616730992623
2011-12-27,0.7095669662313597
2011-12-28,0.7131937300744827
2011-12-29,0.7052592604380521
2011-12-30,0.7196893983629175
2011-12-31,0.7292455674155606
2012-01-01,0.7454465574691408
2012-01-02,0.7358513600376274
2012-01-03,0.7084489497789902
2012-01-04,0.7559258238263264
2012-01-05,0.7710239945498218
2012-01-06,0.7532780080156949
2012-01-07,0.7601803207181551
2012-01-08,0.7760939586876177
2012-01-09,0.705834550602875
2012-01-10,0.7279997016142662
2012-01-11,0.7531869319490687
2012-01-12,0.7228858034875228
2012-01-13,0.69603129127711
2012-01-14,0.7453412373720646
2012-01-15,0.7714151838049914
2012-01-16,0.7087574652889722
2012-01-17,0.6457424730618855
2012-01-18,0.660318959893756
2012-01-19,0.6920242214211311
2012-01-20,0.6951538209866961
2012-01-21,0.6489353559792419
2012-01-22,0.6731637021348632
2012-01-23,0.7049248142531139
2012-01-24,0.669133789488965
2012-01-25,0.6353085036803484
2012-01-26,0.6141242573631343
2012-01-27,0.6200200226696698
2012-01-28,0.6538216666032234
2012-01-29,0.6262813644294054
2012-01-30,0.638089377452482
2012-01-31,0.6344809960134055
2012-02-01,0.6927269209605571
2012-02-02,0.6988573498534837
2012-02-03,0.6823410783234934
2012-02-04,0.6606255474131687
2012-02-05,0.6490824657871119
2012-02-06,0.6097027124212574
2012-02-07,0.6648139574343251
2012-02-08,0.6638371451729509
2012-02-09,0.686305487123571
2012-02-10,0.7016746580858015
2012-02-11,0.6339787089548636
2012-02-12,0.6080720895986863
2012-02-13,0.5968622747839725
2012-02-14,0.5489766110970189
2012-02-15,0.5462303982569591
2012-02-16,0.5575563266735184
2012-02-17,0.5734302257578406
2012-02-18,0.5690389838118084
2012-02-19,0.5884362072399717
2012-02-20,0.5907463303548601
2012-02-21,0.5723607491559852
2012-02-22,0.6099451255065832
2012-02-23,0.6533562863286958
2012-02-24,0.6573822871899756
2012-02-25,0.6118040597239403
2012-02-26,0.6323235503140263
2012-02-27,0.6369898343361368
2012-02-28,0.6134648161977997
2012-02-29,0.6151792125304171
2012-03-01,0.6280201469826322
2012-03-02,0.589580939566436
2012-03-03,0.5758239968021615
2012-03-04,0.6191186654165562
2012-03-05,0.6101460311667504
2012-03-06,0.6778630495235196
2012-03-07,0.6399064550073003
2012-03-08,0.6450503676960236
2012-03-09,0.6111282567406942
2012-03-10,0.601156363447848
2012-03-11,0.6351121393696547
2012-03-12,0.6393477747026567
2012-03-13,0.7049994974598376
2012-03-14,0.7024916842118328
2012-03-15,0.6958610522202542
2012-03-16,0.6899236403189053
2012-03-17,0.6541852297051434
2012-03-18,0.664574669530455
2012-03-19,0.5473157639288756
2012-03-20,0.5884407673431776
2012-03-21,0.5804940292329661
2012-03-22,0.5672548162533247
2012-03-23,0.545218039197937
2012-03-24,0.5555145030212784
2012-03-25,0.5385384562372313
2012-03-26,0.5688596975638796
2012-03-27,0.6253931530245356
2012-03-28,0.6295767618149367
2012-03-29,0.6022623600654116
2012-03-30,0.6557063902941879
2012-03-31,0.6690433171958151
2012-04-01,0.6217625538512269
2012-04-02,0.6894257909132536
2012-04-03,0.6838600453389824
2012-04-04,0.6346805108081479
2012-04-05,0.6698580316303462
2012-04-06,0.6676093174557521
2012-04-07,0.5532950261624816
2012-04-08,0.5935761868033238
2012-04-09,0.6122405903176544
2012-04-10,0.616255313133698
2012-04-11,0.6558590373763598
2012-04-12,0.660568350420358
2012-04-13,0.6704693771031933
2012-04-14,0.6763853105930107
2012-04-15,0.7014516234437677
2012-04-16,0.6828999214898369
2012-04-17,0.7023301985249432
2012-04-18,0.7183007653391926
2012-04-19,0.6953484981830226
2012-04-20,0.7413468763222368
2012-04-21,0.7150526025133375
2012-04-22,0.7046430930228329
2012-04-23,0.6698046255743757
2012-04-24,0.6557852653603308
2012-04-25,0.7028143445562831
2012-04-26,0.6563474668247605
2012-04-27,0.6624899601023948
2012-04-28,0.6168778497721814
2012-04-29,0.5591592532239469
2012-04-30,0.5979628880849648
2012-05-01,0.6470873347891266
2012-05-02,0.6378313120342992
2012-05-03,0.6797553003436126
2012-05-04,0.6674257226065586
2012-05-05,0.6343515903704792
2012-05-06,0.6479790095619907
2012-05-07,0.6407230127730982
2012-05-08,0.6585515755849005
2012-05-09,0.5975970568608556
2012-05-10,0.589483606165261
2012-05-11,0.5991005549848438
2012-05-12,0.5968927002692788
2012-05-13,0.5686503459074574
2012-05-14,0.6518249081891836
2012-05-15,0.6504368733911382
2012-05-16,0.6840780594144364
2012-05-17,0.7139494610512289
2012-05-18,0.730616568608645
2012-05-19,0.723113039805412
2012-05-20,0.7097829449498031
2012-05-21,0.6942255821940161
2012-05-22,0.6955366531829624
2012-05-23,0.7345011449177228
2012-05-24,0.7206712644058623
2012-05-25,0.7337471349069731
2012-05-26,0.6982600289877662
2012-05-27,0.6943375167965882
2012-05-28,0.7371640889735664
2012-05-29,0.7432646660117634
2012-05-30,0.7173609270018424
2012-05-31,0.7539338969516769
2012-06-01,0.7589359421219792
2012-06-02,0.6748026587091648
2012-06-03,0.733093323444989
2012-06-04,0.7640724389163857
2012-06-05,0.7656808622907677
2012-06-06,0.754753868224998
2012-06-07,0.7910853886060094
2012-06-08,0.79004490470889
2012-06-09,0.7545128931375912
2012-06-10,0.7368026259072764
2012-06-11,0.7750022664207326
2012-06-12,0.7936328146053424
2012-06-13,0.7985600617603817
2012-06-14,0.8036151590165407
2012-06-15,0.833582232868506
2012-06-16,0.8082564455361417
2012-06-17,0.769818600437175
2012-06-18,0.7893738643187671
2012-06-19,0.8234080530329387
2012-06-20,0.8407585911290948
2012-06-21,0.828757036270004
2012-06-22,0.7831223626296109
2012-06-23,0.7683490308868285
2012-06-24,0.7511028209341902
2012-06-25,0.7539396053929893
2012-06-26,0.7966087843431825
2012-06-27,0.8297202031111306
2012-06-28,0.8126052441676364
2012-06-29,0.8364018831190084
2012-06-30,0.8406681619042908
2012-07-01,0.80427406467651
2012-07-02,0.844312867122284
2012-07-03,0.7441369430964663
2012-07-04,0.7698755314785705
2012-07-05,0.8130550590910541
2012-07-06,0.8315965572358904
2012-07-07,0.849671624340993
2012-07-08,0.8432673636225688
2012-07-09,0.8455369152122074
2012-07-10,0.8624365053908175
2012-07-11,0.8570398623798091
2012-07-12,0.8668088582249389
2012-07-13,0.8529742957488036
2012-07-14,0.8342263812718612
2012-07-15,0.8545150877741605
2012-07-16,0.8802147838903807
2012-07-17,0.8831829948495086
2012-07-18,0.8794172078903602
2012-07-19,0.8536077809391208
2012-07-20,0.8497771779076436
2012-07-21,0.8601241940457558
2012-07-22,0.8336224089109475
2012-07-23,0.8356872585968842
2012-07-24,0.8247213004234639
2012-07-25,0.8667194949496863
2012-07-26,0.8622351195716671
2012-07-27,0.8596230571562112
2012-07-28,0.8549066889864064
